date,gos_organ,page
2015-11-09,ФСКН,1
2015-11-09,суды,4
2015-11-10,суды,6
2015-11-11,Роскомнадзор,2
2015-11-11,ФСКН,3
2015-11-12,Роспотребнадзор,1
2015-11-12,ФНС,5136
2015-11-12,суды,2
2015-11-13,Роскомнадзор,6
2015-11-13,ФНС,8
2015-11-13,ФСКН,3
2015-11-13,суды,1
2015-11-16,Роскомнадзор,1
2015-11-16,суды,2
2015-11-17,Роскомнадзор,1
2015-11-17,суды,7
2015-11-18,ФНС,7
2015-11-18,ФСКН,2
2015-11-18,суды,5
2015-11-19,Генпрокуратура,25
2015-11-19,Роскомнадзор,5
2015-11-19,ФНС,26
2015-11-19,ФСКН,6
2015-11-19,суды,2
2015-11-20,ФНС,2390
2015-11-20,ФСКН,5
2015-11-20,суды,15
2015-11-21,Роспотребнадзор,1
2015-11-23,Роскомнадзор,4
2015-11-23,ФНС,6979
2015-11-23,суды,7
2015-11-24,ФНС,16
2015-11-24,ФСКН,6
2015-11-24,суды,6
2015-11-25,ФНС,15
2015-11-25,ФСКН,7
2015-11-26,Роскомнадзор,1
2015-11-26,ФНС,10
2015-11-26,ФСКН,6
2015-11-26,суды,3
2015-11-27,Роскомнадзор,1
2015-11-27,ФНС,15
2015-11-27,суды,7
2015-11-30,ФНС,64
2015-11-30,ФСКН,3
2015-11-30,суды,12
2015-12-01,ФНС,16
2015-12-01,суды,11
2015-12-02,ФНС,27
2015-12-02,суды,2
2015-12-03,Роспотребнадзор,1
2015-12-03,ФНС,5
2015-12-03,ФСКН,2
2015-12-03,суды,38
2015-12-04,Генпрокуратура,5947
2015-12-04,Роскомнадзор,1
2015-12-04,ФНС,1
2015-12-04,ФСКН,1
2015-12-04,суды,2
2015-12-07,Роскомнадзор,3
2015-12-07,суды,1
2015-12-08,Роскомнадзор,2
2015-12-08,ФНС,32
2015-12-08,суды,2
2015-12-09,Генпрокуратура,4
2015-12-09,ФНС,159
2015-12-09,ФСКН,2
2015-12-09,суды,3
2015-12-10,ФНС,5
2015-12-10,ФСКН,1
2015-12-10,суды,14
2015-12-11,Роскомнадзор,52
2015-12-11,ФНС,40
2015-12-11,суды,2
2015-12-14,Роскомнадзор,132
2015-12-14,ФНС,20
2015-12-14,ФСКН,3
2015-12-14,суды,28
2015-12-15,Роспотребнадзор,4
2015-12-15,ФНС,24
2015-12-15,суды,4
2015-12-16,Роскомнадзор,1
2015-12-16,ФНС,25
2015-12-16,суды,5
2015-12-17,ФНС,30
2015-12-17,ФСКН,4
2015-12-17,суды,16
2015-12-18,Роскомнадзор,1
2015-12-18,ФНС,79
2015-12-18,ФСКН,5
2015-12-21,Роспотребнадзор,1
2015-12-21,ФНС,9
2015-12-21,ФСКН,2
2015-12-21,суды,16
2015-12-22,Роскомнадзор,11
2015-12-22,ФСКН,3
2015-12-22,суды,96
2015-12-23,ФНС,34
2015-12-23,суды,13
2015-12-24,Роскомнадзор,3
2015-12-24,ФНС,36
2015-12-24,ФСКН,2
2015-12-24,суды,43
2015-12-25,ФНС,20
2015-12-25,суды,7
2015-12-28,суды,35
2015-12-29,Роскомнадзор,3
2015-12-29,ФНС,24
2015-12-29,суды,33
2015-12-30,Роскомнадзор,5
2015-12-30,ФНС,41
2015-12-30,суды,6
2015-12-31,Роскомнадзор,2
2016-01-05,Роскомнадзор,3
2016-01-06,ФСКН,3
2016-01-07,Роскомнадзор,7
2016-01-08,ФСКН,1
2016-01-11,Роскомнадзор,3
2016-01-11,ФСКН,6
2016-01-11,суды,19
2016-01-12,Роскомнадзор,3
2016-01-12,ФСКН,1
2016-01-12,суды,2
2016-01-13,Роскомнадзор,1
2016-01-13,Роспотребнадзор,1
2016-01-13,ФНС,3
2016-01-13,ФСКН,1
2016-01-13,суды,2
2016-01-14,ФСКН,1
2016-01-14,суды,10
2016-01-15,Роскомнадзор,3
2016-01-15,ФСКН,1
2016-01-15,суды,3
2016-01-18,Роскомнадзор,1
2016-01-18,ФСКН,2
2016-01-18,суды,4
2016-01-19,Роскомнадзор,1
2016-01-19,ФНС,23
2016-01-19,ФСКН,2
2016-01-19,суды,3
2016-01-20,Генпрокуратура,6
2016-01-20,Роскомнадзор,26
2016-01-20,суды,17
2016-01-21,Роскомнадзор,8
2016-01-21,суды,17
2016-01-22,Роскомнадзор,5
2016-01-22,ФНС,76
2016-01-22,ФСКН,4
2016-01-25,Роскомнадзор,9
2016-01-25,ФСКН,15
2016-01-25,суды,3
2016-01-26,Генпрокуратура,3
2016-01-26,ФСКН,5
2016-01-26,суды,4
2016-01-27,Роскомнадзор,95
2016-01-27,ФНС,6
2016-01-27,ФСКН,2
2016-01-27,суды,1
2016-01-28,ФНС,1559
2016-01-28,суды,17
2016-01-29,Роскомнадзор,38
2016-01-29,ФСКН,2
2016-01-29,суды,3
2016-02-01,суды,3
2016-02-02,ФСКН,3
2016-02-02,суды,1
2016-02-03,Роскомнадзор,8
2016-02-03,суды,2
2016-02-04,Генпрокуратура,1
2016-02-04,Роскомнадзор,2
2016-02-04,ФНС,83
2016-02-04,суды,31
2016-02-05,ФНС,8257
2016-02-05,суды,1
2016-02-08,ФНС,5
2016-02-08,ФСКН,4
2016-02-08,суды,1
2016-02-09,Роскомнадзор,17
2016-02-09,ФНС,1292
2016-02-09,суды,70
2016-02-10,Роскомнадзор,3
2016-02-10,суды,6
2016-02-11,Роскомнадзор,2
2016-02-11,ФНС,672
2016-02-11,суды,4
2016-02-12,Генпрокуратура,1
2016-02-12,Роскомнадзор,8
2016-02-12,ФНС,21
2016-02-12,суды,2
2016-02-15,Роскомнадзор,5
2016-02-15,ФНС,1
2016-02-15,суды,21
2016-02-16,Роскомнадзор,5
2016-02-16,ФНС,41
2016-02-16,суды,8
2016-02-17,Роскомнадзор,22
2016-02-17,ФНС,11
2016-02-17,ФСКН,1
2016-02-17,суды,41
2016-02-18,Генпрокуратура,7
2016-02-18,Роскомнадзор,3
2016-02-18,ФНС,27
2016-02-18,ФСКН,2
2016-02-18,суды,8
2016-02-19,Генпрокуратура,4
2016-02-19,Роскомнадзор,4
2016-02-19,ФНС,1123
2016-02-19,ФСКН,1
2016-02-19,суды,9
2016-02-20,Роскомнадзор,3
2016-02-20,ФНС,35
2016-02-24,ФНС,19
2016-02-24,суды,18
2016-02-25,ФНС,12
2016-02-25,ФСКН,2
2016-02-25,суды,12
2016-02-26,Генпрокуратура,6
2016-02-26,ФНС,5
2016-02-26,ФСКН,6
2016-02-26,суды,20
2016-02-28,Роскомнадзор,7
2016-02-29,ФНС,12
2016-02-29,ФСКН,1
2016-02-29,суды,73
2016-03-01,ФНС,16
2016-03-01,суды,5
2016-03-02,ФНС,13
2016-03-02,суды,207
2016-03-03,Генпрокуратура,2
2016-03-03,Роскомнадзор,39
2016-03-03,суды,26
2016-03-04,суды,8
2016-03-09,ФНС,21
2016-03-09,ФСКН,3
2016-03-09,суды,11
2016-03-10,ФСКН,1
2016-03-10,суды,5
2016-03-11,Роскомнадзор,12
2016-03-11,ФНС,23
2016-03-11,ФСКН,4
2016-03-11,суды,5
2016-03-14,Генпрокуратура,2
2016-03-14,ФСКН,2
2016-03-14,суды,2
2016-03-15,ФСКН,6
2016-03-15,суды,5
2016-03-16,ФНС,76
2016-03-16,ФСКН,6
2016-03-16,суды,40
2016-03-17,ФНС,2804
2016-03-17,суды,16
2016-03-18,ФНС,69
2016-03-18,суды,2
2016-03-21,Генпрокуратура,1
2016-03-21,ФНС,46
2016-03-21,ФСКН,1
2016-03-21,суды,10
2016-03-22,Роспотребнадзор,1
2016-03-22,ФНС,82
2016-03-22,ФСКН,4
2016-03-22,суды,45
2016-03-23,Роскомнадзор,1
2016-03-23,ФНС,38
2016-03-23,ФСКН,1
2016-03-23,суды,7
2016-03-24,Роскомнадзор,3
2016-03-24,ФНС,5
2016-03-24,ФСКН,2
2016-03-24,суды,4
2016-03-25,ФНС,2
2016-03-25,ФСКН,2
2016-03-25,суды,9
2016-03-28,ФНС,29
2016-03-28,ФСКН,1
2016-03-28,суды,3
2016-03-29,Генпрокуратура,5
2016-03-29,суды,9
2016-03-30,Роскомнадзор,5
2016-03-30,ФНС,37
2016-03-30,ФСКН,1
2016-03-30,суды,4
2016-03-31,ФНС,12
2016-03-31,ФСКН,2
2016-03-31,суды,9
2016-04-01,Роскомнадзор,2
2016-04-01,ФНС,18
2016-04-01,суды,8
2016-04-04,ФНС,9
2016-04-04,суды,5
2016-04-05,ФНС,949
2016-04-05,суды,10
2016-04-06,ФНС,32
2016-04-06,суды,24
2016-04-07,ФСКН,6
2016-04-07,суды,1
2016-04-08,Роскомнадзор,3
2016-04-08,суды,12
2016-04-11,ФНС,3824
2016-04-11,суды,8
2016-04-12,Роспотребнадзор,1
2016-04-12,ФНС,1
2016-04-12,суды,18
2016-04-13,ФСКН,5
2016-04-13,суды,8
2016-04-14,ФНС,31
2016-04-14,ФСКН,2
2016-04-14,суды,6
2016-04-15,Роспотребнадзор,1
2016-04-15,ФНС,14
2016-04-15,суды,4
2016-04-18,ФНС,35
2016-04-18,ФСКН,2
2016-04-18,суды,10
2016-04-19,ФНС,42
2016-04-19,суды,21
2016-04-20,ФНС,2463
2016-04-20,суды,97
2016-04-21,Роскомнадзор,1
2016-04-21,ФНС,48
2016-04-21,суды,13
2016-04-22,ФНС,2203
2016-04-22,ФСКН,1
2016-04-22,суды,168
2016-04-25,Генпрокуратура,1
2016-04-25,ФСКН,2
2016-04-25,суды,13
2016-04-26,ФНС,15
2016-04-26,ФСКН,11
2016-04-26,суды,10
2016-04-27,Роспотребнадзор,2
2016-04-27,ФНС,26
2016-04-27,ФСКН,6
2016-04-27,суды,9
2016-04-28,Роскомнадзор,4
2016-04-28,ФНС,18
2016-04-28,ФСКН,10
2016-04-28,суды,10
2016-04-29,Роскомнадзор,2
2016-04-29,ФНС,37
2016-04-29,суды,7
2016-05-04,суды,13
2016-05-05,ФНС,45
2016-05-05,ФСКН,9
2016-05-05,суды,4
2016-05-06,ФСКН,1
2016-05-06,суды,5
2016-05-10,ФНС,27
2016-05-10,ФСКН,7
2016-05-10,суды,21
2016-05-11,ФНС,75
2016-05-11,ФСКН,2
2016-05-11,суды,15
2016-05-12,ФНС,34
2016-05-12,суды,15
2016-05-13,ФНС,6009
2016-05-13,суды,3
2016-05-16,ФНС,21
2016-05-16,суды,19
2016-05-17,Роскомнадзор,1
2016-05-17,ФНС,31
2016-05-17,суды,112
2016-05-18,Роскомнадзор,3
2016-05-18,ФНС,273
2016-05-18,суды,12
2016-05-19,Роскомнадзор,3
2016-05-19,ФНС,63
2016-05-19,ФСКН,1
2016-05-19,суды,1
2016-05-20,ФНС,84
2016-05-20,ФСКН,1
2016-05-20,суды,3
2016-05-23,Роскомнадзор,1
2016-05-23,ФНС,4
2016-05-23,ФСКН,1
2016-05-23,суды,5
2016-05-24,Роскомнадзор,2
2016-05-24,ФНС,23
2016-05-24,суды,315
2016-05-25,Роскомнадзор,6
2016-05-25,ФНС,37
2016-05-25,ФСКН,3
2016-05-25,суды,38
2016-05-26,Роскомнадзор,3
2016-05-26,ФНС,25
2016-05-26,ФСКН,4
2016-05-26,суды,17
2016-05-27,Роскомнадзор,6
2016-05-27,ФНС,3666
2016-05-27,суды,2
2016-05-30,Роскомнадзор,1
2016-05-30,суды,13
2016-05-31,Генпрокуратура,2
2016-05-31,ФНС,29
2016-05-31,суды,11
2016-06-01,Роскомнадзор,3
2016-06-01,ФНС,13
2016-06-01,суды,11
2016-06-02,Роскомнадзор,3
2016-06-02,ФНС,3061
2016-06-02,суды,11
2016-06-03,ФНС,16
2016-06-03,суды,3
2016-06-06,ФНС,2
2016-06-06,суды,7
2016-06-07,Роскомнадзор,1
2016-06-07,ФНС,15
2016-06-07,суды,5
2016-06-08,Роскомнадзор,4
2016-06-08,суды,9
2016-06-09,Роскомнадзор,3
2016-06-09,ФНС,119
2016-06-09,суды,3
2016-06-10,ФНС,2
2016-06-10,суды,13
2016-06-14,Роскомнадзор,3
2016-06-14,ФНС,4879
2016-06-14,суды,6
2016-06-15,Роскомнадзор,4
2016-06-15,ФНС,59
2016-06-15,суды,11
2016-06-16,Роскомнадзор,4
2016-06-16,ФНС,120
2016-06-16,суды,17
2016-06-17,Роскомнадзор,7
2016-06-17,ФНС,9
2016-06-17,суды,11
2016-06-20,Роскомнадзор,1
2016-06-20,ФНС,72
2016-06-20,суды,7
2016-06-21,суды,7
2016-06-22,ФНС,3967
2016-06-22,суды,12
2016-06-23,суды,13
2016-06-24,Генпрокуратура,4
2016-06-24,ФНС,3354
2016-06-27,Роскомнадзор,1
2016-06-27,ФНС,81
2016-06-27,суды,18
2016-06-28,ФНС,1158
2016-06-28,суды,8
2016-06-29,ФНС,2246
2016-06-29,суды,10
2016-06-30,Роскомнадзор,13
2016-06-30,ФНС,2142
2016-06-30,суды,9
2016-07-01,суды,1
2016-07-03,Роспотребнадзор,1
2016-07-04,ФНС,11
2016-07-04,суды,4
2016-07-05,Роскомнадзор,4
2016-07-05,ФНС,5
2016-07-05,суды,7
2016-07-06,Роскомнадзор,25
2016-07-06,ФНС,14
2016-07-06,суды,5
2016-07-07,Генпрокуратура,1
2016-07-07,Роскомнадзор,13
2016-07-07,ФНС,6
2016-07-07,суды,16
2016-07-08,Роскомнадзор,9
2016-07-08,ФНС,10
2016-07-08,суды,4
2016-07-11,Роскомнадзор,4
2016-07-11,ФНС,6
2016-07-11,суды,11
2016-07-12,Роскомнадзор,5
2016-07-12,ФНС,15
2016-07-12,суды,30
2016-07-13,Роскомнадзор,3
2016-07-13,Роспотребнадзор,1
2016-07-13,ФНС,15
2016-07-13,суды,15
2016-07-14,суды,13
2016-07-15,ФНС,8
2016-07-15,суды,6
2016-07-18,Роскомнадзор,4
2016-07-18,ФНС,7
2016-07-18,суды,8
2016-07-19,ФНС,7
2016-07-19,суды,9
2016-07-20,Роскомнадзор,2
2016-07-20,ФНС,89
2016-07-20,суды,43
2016-07-21,ФНС,8
2016-07-21,суды,17
2016-07-22,Генпрокуратура,1
2016-07-22,Роскомнадзор,2
2016-07-22,ФНС,2613
2016-07-22,суды,40
2016-07-25,ФНС,3987
2016-07-25,суды,11
2016-07-26,Роскомнадзор,13
2016-07-26,ФНС,1
2016-07-26,суды,6
2016-07-27,Роскомнадзор,1
2016-07-27,ФНС,13
2016-07-27,суды,4
2016-07-28,Генпрокуратура,3
2016-07-28,ФНС,12
2016-07-28,суды,19
2016-07-29,ФНС,15
2016-07-29,суды,14
2016-08-01,Роскомнадзор,16
2016-08-01,ФНС,16
2016-08-01,суды,5
2016-08-02,ФНС,22
2016-08-02,суды,51
2016-08-03,Роскомнадзор,12
2016-08-03,ФНС,7
2016-08-03,суды,7
2016-08-04,Роскомнадзор,4
2016-08-04,ФНС,9
2016-08-04,суды,18
2016-08-05,Роскомнадзор,22
2016-08-05,ФНС,20
2016-08-05,суды,53
2016-08-08,Роспотребнадзор,3
2016-08-08,ФНС,62
2016-08-08,суды,66
2016-08-09,Роскомнадзор,17
2016-08-09,ФНС,15
2016-08-09,суды,15
2016-08-10,Роскомнадзор,1
2016-08-10,ФНС,4
2016-08-10,суды,43
2016-08-11,Роскомнадзор,2
2016-08-11,Роспотребнадзор,1
2016-08-11,ФНС,3
2016-08-11,суды,34
2016-08-12,Роскомнадзор,4
2016-08-12,ФНС,6
2016-08-12,суды,88
2016-08-15,Роскомнадзор,2
2016-08-15,ФНС,1
2016-08-15,суды,11
2016-08-16,Роскомнадзор,1
2016-08-16,ФНС,26
2016-08-16,суды,9
2016-08-17,Роскомнадзор,7
2016-08-17,ФНС,1
2016-08-17,суды,7
2016-08-18,Роскомнадзор,3
2016-08-18,ФНС,2
2016-08-18,суды,11
2016-08-19,Роскомнадзор,1
2016-08-19,ФНС,175
2016-08-19,суды,14
2016-08-22,суды,22
2016-08-23,Роскомнадзор,1
2016-08-23,ФНС,1
2016-08-23,суды,9
2016-08-24,Роскомнадзор,3
2016-08-24,суды,4
2016-08-25,ФНС,1
2016-08-25,суды,15
2016-08-26,Генпрокуратура,2
2016-08-26,суды,16
2016-08-29,Роскомнадзор,1
2016-08-29,суды,11
2016-08-30,суды,6
2016-08-31,ФНС,38
2016-08-31,суды,11
2016-09-01,Роскомнадзор,7
2016-09-01,ФНС,62
2016-09-01,суды,13
2016-09-02,ФНС,21
2016-09-02,суды,42
2016-09-05,Роскомнадзор,7
2016-09-05,суды,7
2016-09-06,Генпрокуратура,1
2016-09-06,суды,7
2016-09-07,ФНС,6
2016-09-07,суды,14
2016-09-08,Роскомнадзор,11
2016-09-08,суды,28
2016-09-09,Генпрокуратура,2
2016-09-09,ФНС,12
2016-09-09,суды,34
2016-09-12,суды,15
2016-09-13,Роскомнадзор,1
2016-09-13,суды,12
2016-09-14,ФНС,24
2016-09-14,суды,8
2016-09-15,Роскомнадзор,5
2016-09-15,ФНС,33
2016-09-15,суды,40
2016-09-16,ФНС,13
2016-09-16,суды,9
2016-09-19,ФНС,22
2016-09-19,суды,34
2016-09-20,Роскомнадзор,1
2016-09-20,суды,13
2016-09-21,ФНС,9
2016-09-21,суды,16
2016-09-22,Роскомнадзор,1
2016-09-22,ФНС,2699
2016-09-22,суды,10
2016-09-23,Роскомнадзор,7
2016-09-23,ФНС,1
2016-09-23,суды,31
2016-09-26,Роскомнадзор,1
2016-09-26,ФНС,5
2016-09-26,суды,10
2016-09-27,ФНС,7
2016-09-27,суды,12
2016-09-28,Роскомнадзор,10
2016-09-28,ФНС,16
2016-09-28,суды,11
2016-09-29,ФНС,19
2016-09-29,суды,8
2016-09-30,Роскомнадзор,1
2016-09-30,ФНС,24
2016-09-30,суды,2
2016-10-03,ФНС,8
2016-10-03,суды,64
2016-10-04,ФНС,54
2016-10-04,суды,58
2016-10-05,Роскомнадзор,2
2016-10-05,ФНС,11
2016-10-05,суды,15
2016-10-06,Роскомнадзор,37
2016-10-06,ФНС,1
2016-10-06,суды,51
2016-10-07,Роскомнадзор,6
2016-10-07,ФНС,8
2016-10-07,суды,18
2016-10-10,Роскомнадзор,1
2016-10-10,ФНС,12
2016-10-10,суды,16
2016-10-11,ФНС,33
2016-10-11,суды,6
2016-10-12,Роскомнадзор,2
2016-10-12,суды,12
2016-10-13,Роскомнадзор,2
2016-10-13,ФНС,24
2016-10-13,суды,14
2016-10-14,ФНС,4
2016-10-14,суды,5
2016-10-15,суды,4
2016-10-17,Роскомнадзор,1
2016-10-17,ФНС,16
2016-10-17,суды,11
2016-10-18,Роскомнадзор,2
2016-10-18,ФНС,5
2016-10-18,суды,16
2016-10-19,Роскомнадзор,3
2016-10-19,суды,8
2016-10-20,Роскомнадзор,1
2016-10-20,ФНС,39
2016-10-20,суды,19
2016-10-21,Генпрокуратура,1
2016-10-21,Роскомнадзор,3
2016-10-21,ФНС,59
2016-10-21,суды,5
2016-10-24,Генпрокуратура,1
2016-10-24,суды,5
2016-10-25,Роскомнадзор,4
2016-10-25,суды,3
2016-10-26,суды,15
2016-10-27,Роскомнадзор,2
2016-10-27,ФНС,76
2016-10-27,суды,1
2016-10-28,ФНС,101
2016-10-28,суды,8
2016-10-31,ФНС,31
2016-10-31,суды,16
2016-11-01,Генпрокуратура,1
2016-11-01,ФНС,24
2016-11-01,суды,5
2016-11-02,Роскомнадзор,2
2016-11-02,ФНС,29
2016-11-02,суды,4
2016-11-03,Роскомнадзор,10
2016-11-03,ФНС,75
2016-11-03,суды,12
2016-11-07,ФНС,9927
2016-11-07,суды,2
2016-11-08,ФНС,79
2016-11-08,суды,9
2016-11-09,Роскомнадзор,1
2016-11-09,ФНС,66
2016-11-09,суды,6
2016-11-10,ФНС,161
2016-11-10,суды,7
2016-11-11,Роскомнадзор,2
2016-11-11,ФНС,133
2016-11-11,суды,14
2016-11-14,ФНС,53
2016-11-14,суды,8
2016-11-15,Роскомнадзор,1
2016-11-15,ФНС,41
2016-11-15,суды,27
2016-11-16,ФНС,92
2016-11-16,суды,2
2016-11-17,Роскомнадзор,1
